Airline,AirlineID,Source airport,Source airport ID,Destination airport,Destination airport ID
SN,1531,BRU,302,MAN,478
SN,1531,BRU,302,NCE,1354
SN,1531,BRU,302,ORD,3830
SN,1531,DME,4029,BRU,302
SN,1531,MAN,478,BRU,302
SN,1531,NCE,1354,BRU,302
SN,1531,ORD,3830,BRU,302
SQ,4435,BCN,1218,GRU,2564
SQ,4435,BCN,1218,SIN,3316
SQ,4435,DME,4029,IAH,3550
SQ,4435,DME,4029,SIN,3316
SQ,4435,FCO,1555,SIN,3316
SQ,4435,GRU,2564,BCN,1218
SQ,4435,IAH,3550,DME,4029
SQ,4435,MUC,346,SIN,3316
SQ,4435,MXP,1524,SIN,3316
SQ,4435,SIN,3316,BCN,1218
SQ,4435,SIN,3316,DME,4029
SQ,4435,SIN,3316,FCO,1555
SQ,4435,SIN,3316,MUC,346
SQ,4435,SIN,3316,MXP,1524
SS,1908,ORY,1386,YUL,146
SS,1908,YUL,146,ORY,1386
SU,130,AGP,1230,SVO,2985
SU,130,ATH,3941,SVO,2985
SU,130,BCN,1218,SVO,2985
SU,130,BKK,3885,SVO,2985
SU,130,BRU,302,SVO,2985
SU,130,DEL,3093,SVO,2985
SU,130,DME,4029,NCE,1354
SU,130,DUS,345,SVO,2985
SU,130,FRA,340,SVO,2985
SU,130,GVA,1665,SVO,2985
SU,130,HKG,3077,SVO,2985
SU,130,IST,1701,LED,2948
SU,130,IST,1701,SVO,2985
SU,130,LED,2948,IST,1701
SU,130,LED,2948,NCE,1354
SU,130,LED,2948,SVO,2985
SU,130,LHR,507,SVO,2985
SU,130,MAD,1229,SVO,2985
SU,130,MUC,346,SVO,2985
SU,130,NCE,1354,DME,4029
SU,130,NCE,1354,LED,2948
SU,130,NCE,1354,SVO,2985
SU,130,NRT,2279,SVO,2985
SU,130,SVO,2985,AGP,1230
SU,130,SVO,2985,ATH,3941
SU,130,SVO,2985,BCN,1218
SU,130,SVO,2985,BKK,3885
SU,130,SVO,2985,BRU,302
SU,130,SVO,2985,DEL,3093
SU,130,SVO,2985,DUS,345
SU,130,SVO,2985,FRA,340
SU,130,SVO,2985,GVA,1665
SU,130,SVO,2985,HKG,3077
SU,130,SVO,2985,IST,1701
SU,130,SVO,2985,LED,2948
SU,130,SVO,2985,LHR,507
SU,130,SVO,2985,MAD,1229
SU,130,SVO,2985,MUC,346
SU,130,SVO,2985,NCE,1354
SU,130,SVO,2985,NRT,2279
SU,130,SVO,2985,VIE,1613
SU,130,SVO,2985,YYZ,193
SU,130,SVO,2985,ZRH,1678
SU,130,VIE,1613,SVO,2985
SU,130,YYZ,193,SVO,2985
SU,130,ZRH,1678,SVO,2985
SV,4533,CAN,3370,JED,2072
SV,4533,GVA,1665,JED,2072
SV,4533,IAD,3714,JED,2072
SV,4533,IST,1701,JED,2072
SV,4533,JED,2072,CAN,3370
SV,4533,JED,2072,GVA,1665
SV,4533,JED,2072,IAD,3714
SV,4533,JED,2072,JFK,3797
SV,4533,JED,2072,LAX,3484
SV,4533,JED,2072,MAD,1229
SV,4533,JED,2072,MAN,478
SV,4533,JED,2072,SIN,3316
SV,4533,JED,2072,YYZ,193
SV,4533,JFK,3797,JED,2072
SV,4533,LAX,3484,JED,2072
SV,4533,MAD,1229,JED,2072
SV,4533,MAN,478,JED,2072
SV,4533,SIN,3316,JED,2072
SV,4533,YYZ,193,JED,2072
TG,4940,BKK,3885,FCO,1555
TG,4940,BKK,3885,IST,1701
TG,4940,BKK,3885,MAD,1229
TG,4940,BKK,3885,MXP,1524
TG,4940,FCO,1555,BKK,3885
TG,4940,IST,1701,BKK,3885
TG,4940,MAD,1229,BKK,3885
TG,4940,MXP,1524,BKK,3885
TK,4951,AGP,1230,IST,1701
TK,4951,BCN,1218,IST,1701
TK,4951,BRU,302,IST,1701
TK,4951,BRU,302,SAW,4317
TK,4951,CDG,1382,SAW,4317
TK,4951,CGN,344,IST,1701
TK,4951,DUB,599,IST,1701
TK,4951,DUS,345,IST,1701
TK,4951,GRU,2564,IST,1701
TK,4951,GVA,1665,IST,1701
TK,4951,HKG,3077,IST,1701
TK,4951,IAD,3714,IST,1701
TK,4951,IAH,3550,IST,1701
TK,4951,IST,1701,AGP,1230
TK,4951,IST,1701,BCN,1218
TK,4951,IST,1701,BRU,302
TK,4951,IST,1701,CGN,344
TK,4951,IST,1701,DUB,599
TK,4951,IST,1701,DUS,345
TK,4951,IST,1701,GRU,2564
TK,4951,IST,1701,GVA,1665
TK,4951,IST,1701,HKG,3077
TK,4951,IST,1701,IAD,3714
TK,4951,IST,1701,IAH,3550
TK,4951,IST,1701,JFK,3797
TK,4951,IST,1701,LAX,3484
TK,4951,IST,1701,LGW,502
TK,4951,IST,1701,LIS,1638
TK,4951,IST,1701,MAD,1229
TK,4951,IST,1701,MAN,478
TK,4951,IST,1701,MXP,1524
TK,4951,IST,1701,NCE,1354
TK,4951,IST,1701,ORD,3830
TK,4951,IST,1701,PRG,1587
TK,4951,IST,1701,TXL,351
TK,4951,JFK,3797,IST,1701
TK,4951,LAX,3484,IST,1701
TK,4951,LGW,502,IST,1701
TK,4951,LGW,502,SAW,4317
TK,4951,LIS,1638,IST,1701
TK,4951,MAD,1229,IST,1701
TK,4951,MAN,478,IST,1701
TK,4951,MXP,1524,IST,1701
TK,4951,MXP,1524,SAW,4317
TK,4951,NCE,1354,IST,1701
TK,4951,ORD,3830,IST,1701
TK,4951,PRG,1587,IST,1701
TK,4951,SAW,4317,BRU,302
TK,4951,SAW,4317,CDG,1382
TK,4951,SAW,4317,LGW,502
TK,4951,SAW,4317,MXP,1524
TK,4951,TXL,351,IST,1701
TO,8745,ATH,3941,ORY,1386
TO,8745,ORY,1386,ATH,3941
TO,8745,ORY,1386,PRG,1587
TO,8745,PRG,1587,ORY,1386
TP,4869,DUS,345,LIS,1638
TP,4869,EWR,3494,LIS,1638
TP,4869,GRU,2564,LIS,1638
TP,4869,LIS,1638,DUS,345
TP,4869,LIS,1638,EWR,3494
TP,4869,LIS,1638,GRU,2564
TP,4869,LIS,1638,MIA,3576
TP,4869,LIS,1638,NCE,1354
TP,4869,LIS,1638,PRG,1587
TP,4869,MIA,3576,LIS,1638
TP,4869,NCE,1354,LIS,1638
TP,4869,PRG,1587,LIS,1638
TS,1317,AGP,1230,YUL,146
TS,1317,ATH,3941,YUL,146
TS,1317,ATH,3941,YYZ,193
TS,1317,BCN,1218,YUL,146
TS,1317,FCO,1555,YUL,146
TS,1317,LGW,502,YUL,146
TS,1317,LGW,502,YYZ,193
TS,1317,LIS,1638,YUL,146
TS,1317,MAN,478,YYZ,193
TS,1317,NCE,1354,YUL,146
TS,1317,YUL,146,AGP,1230
TS,1317,YUL,146,ATH,3941
TS,1317,YUL,146,BCN,1218
TS,1317,YUL,146,FCO,1555
TS,1317,YUL,146,LGW,502
TS,1317,YUL,146,LIS,1638
TS,1317,YUL,146,NCE,1354
TS,1317,YYZ,193,ATH,3941
TS,1317,YYZ,193,LGW,502
TS,1317,YYZ,193,MAN,478
U2,2297,AGP,1230,MXP,1524
U2,2297,ALC,1212,GVA,1665
U2,2297,AMS,580,MXP,1524
U2,2297,AMS,580,STN,548
U2,2297,ATH,3941,LGW,502
U2,2297,BRU,302,LGW,502
U2,2297,CDG,1382,LGW,502
U2,2297,CGN,344,LGW,502
U2,2297,CPH,609,STN,548
U2,2297,DME,4029,LGW,502
U2,2297,DME,4029,MAN,478
U2,2297,DUS,345,LGW,502
U2,2297,GVA,1665,ALC,1212
U2,2297,GVA,1665,LGW,502
U2,2297,GVA,1665,MAN,478
U2,2297,GVA,1665,ORY,1386
U2,2297,LGW,502,ATH,3941
U2,2297,LGW,502,BRU,302
U2,2297,LGW,502,CDG,1382
U2,2297,LGW,502,CGN,344
U2,2297,LGW,502,DME,4029
U2,2297,LGW,502,DUS,345
U2,2297,LGW,502,GVA,1665
U2,2297,LGW,502,MAD,1229
U2,2297,LGW,502,MUC,346
U2,2297,LGW,502,MXP,1524
U2,2297,LGW,502,PRG,1587
U2,2297,LGW,502,VIE,1613
U2,2297,LGW,502,ZRH,1678
U2,2297,MAD,1229,LGW,502
U2,2297,MAN,478,DME,4029
U2,2297,MAN,478,GVA,1665
U2,2297,MUC,346,LGW,502
U2,2297,MUC,346,STN,548
U2,2297,MXP,1524,AGP,1230
U2,2297,MXP,1524,AMS,580
U2,2297,MXP,1524,LGW,502
U2,2297,MXP,1524,PMI,3998
U2,2297,NCE,1354,STN,548
U2,2297,ORY,1386,GVA,1665
U2,2297,PMI,3998,MXP,1524
U2,2297,PRG,1587,LGW,502
U2,2297,STN,548,AMS,580
U2,2297,STN,548,CPH,609
U2,2297,STN,548,MUC,346
U2,2297,STN,548,NCE,1354
U2,2297,VIE,1613,LGW,502
U2,2297,ZRH,1678,LGW,502
U6,5234,CGN,344,DME,4029
U6,5234,DME,4029,CGN,344
UA,5209,BOS,3448,IAH,3550
UA,5209,DCA,3520,EWR,3494
UA,5209,DCA,3520,IAH,3550
UA,5209,DCA,3520,SFO,3469
UA,5209,DEL,3093,EWR,3494
UA,5209,DEN,3751,EWR,3494
UA,5209,DEN,3751,IAD,3714
UA,5209,DEN,3751,MEX,1824
UA,5209,EWR,3494,DCA,3520
UA,5209,EWR,3494,DEL,3093
UA,5209,EWR,3494,DEN,3751
UA,5209,EWR,3494,GRU,2564
UA,5209,EWR,3494,IAD,3714
UA,5209,EWR,3494,IAH,3550
UA,5209,EWR,3494,LAS,3877
UA,5209,EWR,3494,LAX,3484
UA,5209,EWR,3494,MEX,1824
UA,5209,EWR,3494,SFO,3469
UA,5209,FCO,1555,IAD,3714
UA,5209,FLL,3533,IAD,3714
UA,5209,FLL,3533,IAH,3550
UA,5209,GRU,2564,EWR,3494
UA,5209,GRU,2564,IAD,3714
UA,5209,GRU,2564,IAH,3550
UA,5209,GRU,2564,ORD,3830
UA,5209,IAD,3714,EWR,3494
UA,5209,IAD,3714,FCO,1555
UA,5209,IAD,3714,FLL,3533
UA,5209,IAD,3714,GRU,2564
UA,5209,IAD,3714,IAH,3550
UA,5209,IAD,3714,LAS,3877
UA,5209,IAD,3714,MAN,478
UA,5209,IAD,3714,MCO,3878
UA,5209,IAD,3714,ORD,3830
UA,5209,IAD,3714,PHL,3752
UA,5209,IAD,3714,PHX,3462
UA,5209,IAD,3714,SEA,3577
UA,5209,IAD,3714,SFO,3469
UA,5209,IAH,3550,BOS,3448
UA,5209,IAH,3550,DCA,3520
UA,5209,IAH,3550,EWR,3494
UA,5209,IAH,3550,FLL,3533
UA,5209,IAH,3550,GRU,2564
UA,5209,IAH,3550,IAD,3714
UA,5209,IAH,3550,MUC,346
UA,5209,LAS,3877,EWR,3494
UA,5209,LAS,3877,IAD,3714
UA,5209,LAX,3484,EWR,3494
UA,5209,MCO,3878,IAD,3714
UA,5209,MCO,3878,SFO,3469
UA,5209,MEX,1824,DEN,3751
UA,5209,MEX,1824,EWR,3494
UA,5209,MUC,346,IAH,3550
UA,5209,ORD,3830,GRU,2564
UA,5209,ORD,3830,IAD,3714
UA,5209,PHL,3752,IAD,3714
UA,5209,PHX,3462,IAD,3714
UA,5209,SEA,3577,IAD,3714
UA,5209,SFO,3469,DCA,3520
UA,5209,SFO,3469,EWR,3494
UA,5209,SFO,3469,IAD,3714
UA,5209,SFO,3469,IAH,3550
UA,5209,SFO,3469,MCO,3878
UN,5067,DME,4029,MXP,1524
UN,5067,MXP,1524,DME,4029
XY,3754,JED,2072,LGW,502
XY,3754,JED,2072,SAW,4317
XY,3754,LGW,502,JED,2072
XY,3754,SAW,4317,JED,2072
